IDPromo,IDBillet,IDPromotion,TauxPromotion,DateDebut,DateFin
4919,14009,1,12.72,2023-03-20,2023-04-07
4920,14011,2,21.89,2023-05-06,2023-06-03
4921,14014,1,27.91,2023-05-13,2023-06-01
4922,14016,3,24.33,2023-03-15,2023-04-04
4923,14018,1,7.11,2023-04-21,2023-05-06
4924,14019,2,28.96,2023-03-08,2023-03-24
4925,14023,3,21.04,2023-05-14,2023-05-29
4926,14024,2,25.03,2023-04-29,2023-05-20
4927,14027,3,22.65,2024-05-12,2024-06-04
4928,14028,1,23.25,2024-05-11,2024-05-26
4929,14031,2,32.76,2024-06-05,2024-06-27
4930,14035,1,14.22,2024-05-20,2024-06-10
4931,14036,2,31.97,2023-02-27,2023-03-13
4932,14038,3,17.31,2023-04-05,2023-04-30
4933,14041,2,32.58,2023-03-08,2023-03-26
4934,14043,2,5.81,2023-03-19,2023-04-01
4935,14044,3,30.67,2023-03-19,2023-03-31
4936,14045,1,31.48,2023-05-03,2023-05-25
4937,14047,1,12.35,2023-05-17,2023-05-30
4938,14048,2,31.4,2023-05-02,2023-05-12
4939,14051,1,23.16,2023-04-20,2023-05-14
4940,14055,1,23.88,2023-05-04,2023-05-15
4941,14056,3,29.9,2021-11-03,2021-11-22
4942,14057,3,20.42,2021-10-19,2021-10-30
4943,14059,3,8.42,2021-11-12,2021-11-29
4944,14064,1,13.89,2021-12-01,2021-12-18
4945,14065,1,15.13,2021-10-24,2021-11-10
4946,14067,1,33.24,2021-12-26,2022-01-15
4947,14068,1,15.79,2021-11-20,2021-12-09
4948,14070,1,12.87,2024-06-07,2024-06-21
4949,14072,2,34.94,2024-07-02,2024-07-19
4950,14085,1,5.9,2023-05-07,2023-05-22
4951,14090,3,5.31,2023-05-10,2023-06-05
4952,14094,2,31.26,2023-07-19,2023-08-06
4953,14095,1,9.33,2023-05-22,2023-06-13
4954,14099,3,26.0,2022-09-21,2022-10-10
4955,14101,2,30.92,2022-10-20,2022-11-05
4956,14102,1,7.7,2022-10-17,2022-11-02
4957,14105,1,15.74,2022-08-15,2022-09-07
4958,14106,3,18.83,2022-09-03,2022-09-22
4959,14107,1,16.92,2022-10-18,2022-11-06
4960,14116,1,23.05,2022-04-06,2022-05-01
4961,14122,2,28.34,2022-03-03,2022-03-21
4962,14128,2,11.26,2022-03-27,2022-04-13
4963,14129,1,30.97,2024-04-01,2024-04-17
4964,14136,1,20.18,2024-04-09,2024-04-25
4965,14141,1,29.05,2024-04-26,2024-05-23
4966,14143,1,21.13,2024-04-01,2024-04-15
4967,14144,1,23.05,2024-05-30,2024-06-15
4968,14145,2,5.94,2024-04-01,2024-04-24
4969,14146,3,28.18,2023-11-01,2023-11-27
4970,14147,2,25.58,2023-10-01,2023-10-18
4971,14150,2,21.94,2023-08-28,2023-09-19
4972,14152,3,14.67,2023-09-10,2023-10-04
4973,14154,3,19.23,2023-10-14,2023-10-30
4974,14156,3,22.0,2023-11-18,2023-12-10
4975,14158,3,6.95,2023-10-09,2023-11-05
4976,14159,2,25.68,2023-09-27,2023-10-15
4977,14160,1,12.74,2023-10-23,2023-11-11
4978,14166,2,9.76,2023-07-13,2023-07-31
4979,14172,3,27.37,2023-06-03,2023-06-22
4980,14178,2,26.34,2023-07-17,2023-07-31
4981,14179,2,5.75,2024-02-11,2024-02-26
4982,14180,2,14.23,2024-02-09,2024-03-01
4983,14181,2,13.05,2024-03-13,2024-04-01
4984,14183,2,10.0,2024-04-15,2024-05-09
4985,14185,3,9.46,2024-03-22,2024-04-10
4986,14186,2,22.59,2024-03-01,2024-03-17
4987,14187,2,32.17,2024-03-23,2024-04-19
4988,14192,1,18.69,2024-03-22,2024-04-10
4989,14193,1,11.67,2024-04-21,2024-05-07
4990,14196,1,17.81,2023-03-27,2023-04-18
4991,14198,1,30.48,2023-03-20,2023-04-14
4992,14209,2,25.35,2024-04-06,2024-04-27
4993,14211,2,11.12,2024-06-07,2024-06-24
4994,14212,3,12.19,2024-05-30,2024-06-15
4995,14216,2,5.58,2024-05-10,2024-05-28
4996,14218,3,26.34,2024-04-24,2024-05-08
4997,14220,3,33.79,2023-08-03,2023-08-26
4998,14222,2,5.85,2023-06-30,2023-07-18
4999,14228,2,26.23,2023-07-30,2023-08-19
5000,14229,2,13.64,2023-06-18,2023-07-13
5001,14230,1,29.25,2023-06-23,2023-07-16
5002,14231,2,26.04,2022-12-06,2022-12-30
5003,14240,2,22.5,2023-01-09,2023-01-28
5004,14245,3,8.69,2022-11-12,2022-11-29
5005,14246,3,7.88,2022-11-21,2022-12-11
5006,14252,2,23.72,2023-12-25,2024-01-13
5007,14253,1,32.51,2023-11-18,2023-12-10
5008,14258,2,33.53,2023-11-20,2023-12-09
5009,14259,3,25.44,2023-11-11,2023-12-03
5010,14260,2,28.6,2023-11-09,2023-12-02
5011,14261,2,8.19,2024-08-21,2024-09-09
5012,14264,2,26.17,2024-05-31,2024-06-28
5013,14270,3,17.19,2024-08-03,2024-08-19
5014,14276,3,9.55,2024-06-10,2024-06-26
5015,14277,3,15.5,2024-08-18,2024-09-10
5016,14278,2,27.24,2024-07-29,2024-08-21
5017,14279,1,21.08,2022-05-23,2022-06-12
5018,14281,1,28.58,2022-05-30,2022-06-19
5019,14291,2,6.24,2022-06-15,2022-06-25
5020,14293,1,8.51,2023-03-15,2023-03-31
5021,14298,2,22.06,2023-04-12,2023-04-26
5022,14300,3,29.38,2023-01-27,2023-02-13
5023,14307,2,30.61,2023-12-05,2023-12-21
5024,14312,1,9.5,2024-01-19,2024-02-03
5025,14314,3,31.75,2023-12-18,2024-01-03
5026,14315,2,31.22,2023-10-16,2023-11-07
5027,14316,3,5.48,2023-10-24,2023-11-11
5028,14321,1,16.73,2023-12-13,2023-12-26
5029,14323,1,13.92,2023-05-29,2023-06-20
5030,14326,3,14.66,2023-05-29,2023-06-22
5031,14327,3,12.85,2023-07-05,2023-07-29
5032,14337,2,33.21,2023-05-16,2023-06-05
5033,14338,2,19.14,2023-07-21,2023-08-05
5034,14339,3,17.03,2023-07-17,2023-08-01
5035,14343,2,6.63,2023-06-18,2023-07-10
5036,14344,3,21.47,2023-07-04,2023-07-15
5037,14347,1,32.32,2023-05-25,2023-06-14
5038,14348,1,27.17,2023-06-24,2023-07-17
5039,14349,1,6.68,2023-08-07,2023-08-22
5040,14357,2,12.46,2021-11-02,2021-11-24
5041,14359,2,23.61,2021-11-23,2021-12-13
5042,14361,2,27.44,2021-12-05,2021-12-20
5043,14364,2,27.11,2021-11-25,2021-12-22
5044,14367,1,11.6,2021-10-31,2021-11-14
5045,14368,2,14.31,2021-12-24,2022-01-19
5046,14372,1,21.68,2024-01-28,2024-02-13
5047,14375,2,26.92,2024-02-27,2024-03-20
5048,14380,2,26.0,2024-01-01,2024-01-26
5049,14382,2,21.45,2024-02-25,2024-03-12
5050,14385,1,23.26,2024-02-19,2024-03-04
5051,14392,1,26.43,2023-05-06,2023-05-29
5052,14393,3,24.38,2023-05-24,2023-06-05
5053,14398,2,18.88,2023-05-10,2023-05-23
5054,14399,1,15.37,2023-06-07,2023-06-30
5055,14401,2,33.64,2021-11-16,2021-12-06
5056,14402,1,16.92,2021-12-03,2021-12-21
5057,14404,3,27.53,2021-11-08,2021-11-25
5058,14406,2,15.44,2021-11-22,2021-12-12
5059,14409,1,33.3,2021-12-09,2021-12-27
5060,14414,2,14.68,2021-10-10,2021-10-27
5061,14416,1,7.6,2022-03-14,2022-03-30
5062,14418,1,19.35,2022-02-14,2022-03-09
5063,14420,1,15.98,2022-02-07,2022-02-25
5064,14421,3,13.4,2022-01-13,2022-02-10
5065,14425,3,9.76,2022-02-17,2022-03-03
5066,14426,3,28.54,2024-08-06,2024-08-24
5067,14429,2,12.19,2024-07-23,2024-08-18
5068,14430,2,14.98,2024-07-17,2024-08-07
5069,14436,3,23.37,2024-09-09,2024-10-03
5070,14443,3,27.97,2024-08-29,2024-09-13
5071,14445,2,18.92,2023-05-06,2023-05-28
5072,14446,3,11.29,2023-07-19,2023-08-03
5073,14452,1,32.89,2023-07-11,2023-07-27
5074,14458,2,29.74,2023-06-19,2023-07-17
5075,14463,1,23.77,2023-02-21,2023-03-14
5076,14466,3,13.4,2023-02-03,2023-02-21
5077,14468,3,23.4,2023-02-23,2023-03-11
5078,14472,1,29.67,2023-11-05,2023-11-16
5079,14474,3,8.86,2023-10-07,2023-10-25
5080,14476,1,21.28,2023-10-12,2023-10-24
5081,14478,2,28.93,2023-09-23,2023-10-10
5082,14492,1,11.68,2022-10-11,2022-11-01
5083,14504,1,22.28,2023-03-15,2023-03-29
5084,14509,3,13.12,2023-02-24,2023-03-09
5085,14510,3,28.19,2023-03-15,2023-03-31
5086,14511,2,27.66,2023-04-02,2023-04-27
5087,14512,3,34.66,2022-09-12,2022-10-02
5088,14515,3,5.74,2022-09-14,2022-10-03
5089,14518,1,5.05,2022-07-27,2022-08-07
5090,14524,3,24.52,2022-06-02,2022-06-16
5091,14525,1,10.86,2022-05-10,2022-05-30
5092,14531,2,10.04,2022-05-07,2022-06-01
5093,14546,1,24.12,2022-01-11,2022-01-31
5094,14547,1,5.32,2022-02-22,2022-03-05
5095,14550,2,18.97,2022-01-25,2022-02-12
5096,14551,3,26.27,2022-02-17,2022-03-06
5097,14555,2,17.57,2023-06-24,2023-07-10
5098,14556,3,27.26,2023-08-06,2023-08-21
5099,14560,3,7.5,2023-06-23,2023-07-15
5100,14570,3,6.2,2024-03-11,2024-04-01
5101,14571,2,22.86,2024-05-31,2024-06-20
5102,14575,1,25.85,2024-05-08,2024-05-25
5103,14576,3,21.67,2024-04-14,2024-05-01
5104,14577,3,19.33,2024-04-14,2024-04-26
5105,14582,3,13.23,2021-11-22,2021-12-13
5106,14583,1,11.62,2022-01-08,2022-01-23
5107,14584,2,27.31,2021-12-22,2022-01-12
5108,14589,1,15.04,2022-02-01,2022-02-20
5109,14591,2,7.47,2021-12-12,2022-01-01
5110,14599,1,23.22,2023-12-01,2023-12-20
5111,14602,2,16.42,2023-10-07,2023-10-30
5112,14609,2,19.08,2022-07-06,2022-08-02
5113,14613,1,18.46,2022-07-16,2022-08-03
5114,14616,1,17.61,2022-06-28,2022-07-21
5115,14622,3,33.29,2022-05-26,2022-06-09
5116,14626,1,15.52,2022-05-04,2022-05-19
5117,14627,2,12.71,2022-06-08,2022-06-30
5118,14631,2,15.61,2022-03-23,2022-04-18
5119,14633,2,34.63,2023-06-17,2023-07-08
5120,14635,1,14.39,2023-07-26,2023-08-13
5121,14641,3,10.23,2023-05-16,2023-06-01
5122,14642,2,6.54,2023-06-24,2023-07-20
5123,14645,2,23.51,2023-07-09,2023-07-27
5124,14646,3,30.27,2023-05-30,2023-06-24
5125,14647,1,17.11,2023-09-28,2023-10-15
5126,14648,1,31.97,2023-08-20,2023-09-12
5127,14649,2,20.19,2023-09-01,2023-09-29
5128,14651,3,22.93,2023-07-27,2023-08-14
5129,14653,1,23.8,2023-08-02,2023-08-24
5130,14656,1,15.3,2023-08-12,2023-09-02
5131,14657,3,33.79,2023-09-14,2023-09-30
5132,14661,1,16.75,2023-08-18,2023-09-10
5133,14663,2,12.25,2023-08-18,2023-09-09
5134,14671,2,34.22,2024-04-04,2024-04-23
5135,14672,3,29.17,2024-03-09,2024-03-31
5136,14673,1,10.49,2024-03-22,2024-04-07
5137,14685,3,7.12,2022-11-26,2022-12-15
5138,14686,2,5.28,2022-09-14,2022-09-24
5139,14690,2,26.85,2022-11-21,2022-12-15
5140,14691,1,33.11,2022-11-20,2022-12-12
5141,14693,3,26.7,2023-01-09,2023-01-29
5142,14694,3,26.81,2022-11-01,2022-11-21
5143,14696,1,27.7,2022-12-28,2023-01-15
5144,14699,1,25.54,2023-01-05,2023-01-20
5145,14702,2,31.38,2022-11-14,2022-11-26
5146,14708,1,10.81,2022-06-17,2022-07-06
5147,14709,1,7.61,2022-07-07,2022-07-30
5148,14710,1,25.14,2022-07-17,2022-08-05
5149,14711,1,22.88,2022-06-20,2022-07-02
5150,14715,1,12.21,2022-07-05,2022-07-20
5151,14717,2,9.16,2022-08-08,2022-08-25
5152,14718,3,11.09,2022-08-27,2022-09-22
5153,14719,3,30.84,2022-08-03,2022-08-23
5154,14720,1,9.1,2023-10-21,2023-11-07
5155,14721,1,5.31,2023-12-24,2024-01-05
5156,14722,2,18.83,2023-11-16,2023-12-01
5157,14725,1,17.2,2023-10-10,2023-11-03
5158,14726,1,27.47,2023-12-14,2023-12-29
5159,14733,1,30.59,2023-12-17,2023-12-30
5160,14735,3,9.07,2023-12-19,2024-01-11
5161,14737,3,20.3,2024-11-02,2024-11-19
5162,14743,1,18.74,2024-10-29,2024-11-19
5163,14745,3,32.4,2024-10-28,2024-11-16
5164,14747,2,26.94,2024-08-11,2024-08-30
5165,14751,2,7.39,2024-10-02,2024-10-18
5166,14752,1,9.72,2024-08-30,2024-09-20
5167,14754,2,21.35,2024-10-02,2024-10-22
5168,14761,3,15.37,2023-04-06,2023-04-25
5169,14762,3,25.17,2023-04-03,2023-04-20
5170,14763,2,5.72,2023-04-13,2023-05-08
5171,14766,1,32.45,2023-05-22,2023-06-07
5172,14767,2,22.38,2023-04-14,2023-04-27
5173,14769,1,12.75,2023-05-05,2023-05-27
5174,14771,2,14.26,2022-11-03,2022-11-16
5175,14772,1,17.41,2022-10-30,2022-11-16
5176,14775,1,24.01,2022-10-25,2022-11-14
5177,14776,2,33.14,2022-09-23,2022-10-15
5178,14777,2,10.42,2022-11-07,2022-11-26
5179,14779,2,26.65,2022-09-02,2022-09-25
5180,14780,1,5.96,2022-10-30,2022-11-26
5181,14781,2,18.3,2022-10-09,2022-10-27
5182,14784,1,30.14,2022-09-22,2022-10-17
5183,14787,1,15.14,2023-05-09,2023-06-05
5184,14788,1,18.69,2023-04-09,2023-05-01
5185,14793,3,20.9,2023-05-06,2023-05-24
5186,14800,3,14.59,2024-06-11,2024-07-04
5187,14803,2,29.6,2024-06-22,2024-07-18
5188,14808,2,26.76,2024-08-22,2024-09-14
5189,14810,1,12.11,2024-08-19,2024-09-04
5190,14813,3,34.92,2024-06-04,2024-06-17
5191,14818,3,18.38,2023-05-12,2023-06-01
5192,14821,1,13.56,2023-05-19,2023-06-06
5193,14822,1,12.11,2023-07-11,2023-07-30
5194,14823,1,21.82,2023-08-07,2023-08-29
5195,14825,3,5.73,2023-06-20,2023-07-06
5196,14827,3,14.03,2023-07-04,2023-07-21
5197,14828,1,34.66,2023-06-28,2023-07-18
5198,14833,3,18.42,2023-06-15,2023-06-25
5199,14835,3,13.37,2023-05-25,2023-06-14
5200,14838,2,24.9,2023-09-17,2023-10-03
5201,14842,1,7.21,2023-09-16,2023-10-10
5202,14844,3,10.78,2023-09-10,2023-10-04
5203,14845,2,20.31,2023-10-19,2023-11-14
5204,14848,3,12.95,2023-10-24,2023-11-07
5205,14849,3,7.09,2023-08-14,2023-09-07
5206,14854,1,23.55,2022-07-25,2022-08-14
5207,14855,1,11.64,2022-05-09,2022-06-02
5208,14859,1,24.56,2022-06-30,2022-07-22
5209,14860,3,23.37,2022-07-16,2022-08-07
5210,14866,2,17.69,2024-06-20,2024-07-18
5211,14876,2,20.57,2024-05-21,2024-06-08
5212,14877,1,11.69,2024-05-16,2024-05-31
5213,14884,2,30.79,2024-05-18,2024-06-09
5214,14891,2,19.36,2022-02-23,2022-03-22
5215,14892,3,24.94,2022-05-03,2022-05-23
5216,14896,2,25.35,2022-02-26,2022-03-16
5217,14905,2,34.8,2022-08-17,2022-09-09
5218,14906,3,24.96,2022-07-01,2022-07-22
5219,14910,2,5.1,2022-07-19,2022-08-16
5220,14911,1,23.43,2022-09-14,2022-10-02
5221,14915,2,19.31,2022-07-30,2022-08-16
5222,14918,1,22.72,2023-03-05,2023-03-30
5223,14920,3,30.25,2023-03-12,2023-04-02
5224,14921,1,10.07,2023-03-02,2023-03-21
5225,14923,1,31.34,2022-12-31,2023-01-22
5226,14924,2,10.3,2023-01-19,2023-02-06
5227,14927,2,22.87,2023-01-06,2023-01-25
5228,14931,2,20.41,2023-01-26,2023-02-12
5229,14932,2,23.76,2023-02-22,2023-03-13
5230,14941,1,25.25,2024-01-04,2024-01-17
5231,14943,3,6.28,2024-01-08,2024-01-19
5232,14945,3,12.61,2023-10-29,2023-11-19
5233,14948,1,34.27,2023-11-20,2023-12-07
5234,14949,1,21.32,2023-11-25,2023-12-14
5235,14950,1,21.75,2023-10-15,2023-10-31
5236,14952,1,7.18,2023-12-20,2024-01-01
5237,14958,1,10.23,2023-11-26,2023-12-18
5238,14959,2,11.37,2023-11-11,2023-11-21
5239,14960,2,7.23,2023-10-24,2023-11-08
5240,14962,1,30.59,2023-11-22,2023-12-15
5241,14965,3,30.94,2022-04-28,2022-05-18
5242,14972,2,26.69,2022-04-01,2022-04-22
5243,14973,2,23.13,2022-06-01,2022-06-17
5244,14977,3,15.27,2024-02-13,2024-02-29
5245,14978,3,6.57,2024-01-06,2024-01-31
5246,14979,2,8.82,2024-02-17,2024-02-28
5247,14981,2,16.2,2024-01-19,2024-02-09
5248,14982,1,11.87,2023-12-16,2024-01-01
5249,14989,1,27.14,2024-01-23,2024-02-16
5250,14992,1,31.27,2021-11-10,2021-11-29
5251,14993,3,19.48,2021-12-05,2021-12-22
5252,14994,2,23.97,2021-11-15,2021-12-06
5253,14996,1,17.14,2021-12-05,2021-12-26
5254,14997,1,32.43,2021-12-10,2021-12-30
5255,15001,2,17.46,2021-11-02,2021-11-24
5256,15003,3,6.15,2021-12-20,2022-01-04
5257,15005,1,29.33,2021-10-12,2021-11-01
5258,15006,3,18.55,2021-12-18,2022-01-03
5259,15008,1,15.76,2021-12-10,2022-01-02
5260,15009,3,31.98,2023-05-12,2023-05-26
5261,15014,1,31.18,2023-05-02,2023-05-24
5262,15016,3,29.05,2023-03-19,2023-04-12
5263,15019,3,22.83,2023-03-25,2023-04-11
5264,15023,3,27.95,2022-08-21,2022-09-08
5265,15025,2,23.56,2022-07-30,2022-08-22
5266,15026,2,14.57,2022-07-11,2022-07-26
5267,15027,3,29.22,2022-06-22,2022-07-13
5268,15028,2,15.17,2022-07-09,2022-07-28
5269,15029,2,22.5,2022-08-09,2022-08-23
5270,15030,2,31.74,2022-06-01,2022-06-24
5271,15031,1,32.68,2022-07-14,2022-08-05
5272,15032,1,29.13,2022-07-05,2022-07-21
5273,15035,1,34.71,2022-06-20,2022-07-10
5274,15038,2,33.16,2024-05-20,2024-06-06
5275,15039,3,14.86,2024-06-19,2024-07-13
5276,15042,2,7.6,2024-04-19,2024-05-04
5277,15044,1,10.09,2024-04-25,2024-05-14
5278,15045,2,22.29,2024-04-21,2024-05-09
5279,15047,1,24.46,2024-06-09,2024-06-26
5280,15049,1,28.9,2024-04-02,2024-04-25
5281,15056,3,14.46,2023-12-10,2023-12-23
5282,15057,3,34.02,2024-01-05,2024-01-23
5283,15058,3,30.7,2023-10-31,2023-11-20
5284,15063,1,8.6,2023-12-25,2024-01-14
5285,15065,1,9.6,2023-12-21,2024-01-07
5286,15069,3,15.09,2023-05-18,2023-05-29
5287,15072,1,15.02,2023-04-14,2023-04-27
5288,15074,1,10.11,2023-05-26,2023-06-13
5289,15076,1,12.26,2023-03-05,2023-03-27
5290,15079,2,25.88,2023-04-19,2023-05-09
5291,15080,3,11.65,2023-05-06,2023-05-25
5292,15081,2,11.51,2023-06-04,2023-06-20
5293,15089,2,15.92,2023-11-08,2023-11-25
5294,15093,2,15.52,2023-11-03,2023-11-30
5295,15096,3,23.84,2023-12-20,2024-01-07
5296,15100,2,12.71,2023-11-05,2023-11-18
5297,15102,1,14.94,2024-01-22,2024-02-10
5298,15105,2,27.89,2024-01-30,2024-02-17
5299,15108,3,8.33,2024-01-05,2024-01-25
5300,15110,1,34.27,2024-01-02,2024-01-16
5301,15111,2,11.58,2023-12-24,2024-01-11
5302,15112,3,31.94,2023-10-22,2023-11-17
5303,15121,2,30.26,2022-06-07,2022-06-29
5304,15123,3,31.63,2022-06-12,2022-07-01
5305,15128,3,31.23,2023-02-10,2023-03-02
5306,15129,2,32.1,2023-03-04,2023-03-26
5307,15130,2,14.47,2023-01-30,2023-02-15
5308,15134,1,30.09,2023-02-24,2023-03-19
5309,15140,2,9.93,2024-06-25,2024-07-16
5310,15141,2,20.14,2024-06-28,2024-07-20
5311,15143,3,32.2,2024-06-11,2024-06-27
5312,15145,3,5.27,2024-07-28,2024-08-19
5313,15148,3,17.32,2024-05-26,2024-06-11
5314,15150,3,18.68,2024-07-19,2024-08-07
5315,15152,2,31.73,2024-05-06,2024-05-23
5316,15153,2,6.08,2024-07-18,2024-08-05
5317,15154,1,34.54,2024-07-04,2024-07-22
5318,15156,1,25.85,2024-05-26,2024-06-07
5319,15162,1,33.26,2021-11-11,2021-12-02
5320,15168,2,16.16,2021-12-23,2022-01-13
5321,15169,2,32.02,2021-12-28,2022-01-21
5322,15171,3,21.39,2023-07-27,2023-08-15
5323,15174,1,31.65,2023-07-22,2023-08-02
5324,15178,2,33.11,2023-07-23,2023-08-18
5325,15180,1,12.58,2023-08-06,2023-08-31
5326,15182,1,28.11,2023-08-20,2023-09-14
5327,15183,3,12.85,2023-03-06,2023-03-23
5328,15188,1,24.77,2023-02-21,2023-03-12
5329,15192,3,24.15,2022-12-18,2023-01-06
5330,15193,3,25.99,2023-02-01,2023-02-18
5331,15197,1,12.34,2023-02-14,2023-03-01
5332,15203,3,20.03,2022-03-01,2022-03-14
5333,15204,1,26.11,2022-03-08,2022-03-23
5334,15207,1,17.37,2022-01-29,2022-02-14
5335,15212,1,14.85,2024-06-01,2024-06-24
5336,15213,3,32.13,2024-04-27,2024-05-11
5337,15217,3,7.64,2024-06-27,2024-07-12
5338,15222,2,13.64,2023-07-03,2023-07-19
5339,15228,2,24.65,2023-08-08,2023-09-01
5340,15232,3,24.31,2023-07-02,2023-07-22
5341,15244,3,21.55,2024-02-17,2024-03-05
5342,15246,1,11.31,2024-02-24,2024-03-16
5343,15250,3,27.02,2024-01-15,2024-02-01
5344,15251,1,17.83,2024-01-26,2024-02-13
5345,15253,3,25.74,2024-01-25,2024-02-16
5346,15258,3,22.76,2024-01-05,2024-01-30
5347,15259,1,16.43,2024-02-09,2024-02-29
5348,15261,2,14.58,2022-05-22,2022-06-06
5349,15262,3,14.97,2022-05-25,2022-06-19
5350,15263,2,15.16,2022-06-18,2022-07-14
5351,15272,2,30.48,2022-08-04,2022-08-22
5352,15274,3,27.33,2022-06-25,2022-07-11
5353,15277,1,28.77,2022-07-19,2022-08-13
5354,15278,2,27.35,2022-07-17,2022-08-02
5355,15281,1,17.37,2022-09-06,2022-09-22
5356,15290,3,22.76,2022-09-02,2022-09-16
5357,15291,2,8.93,2022-09-24,2022-10-12
5358,15292,2,28.09,2022-08-04,2022-08-24
5359,15300,1,14.0,2022-01-03,2022-01-22
5360,15302,1,17.68,2022-01-23,2022-02-12
5361,15306,3,23.54,2022-02-28,2022-03-16
5362,15308,1,23.47,2021-12-23,2022-01-19
5363,15309,1,27.24,2021-12-26,2022-01-17
5364,15310,2,26.47,2021-12-05,2021-12-28
5365,15314,1,23.02,2021-11-30,2021-12-26
5366,15316,3,26.16,2021-12-19,2022-01-05
5367,15317,2,5.24,2021-12-27,2022-01-23
5368,15318,1,34.01,2022-02-22,2022-03-09
5369,15320,1,26.92,2021-12-27,2022-01-14
5370,15321,1,9.84,2022-01-15,2022-01-28
5371,15326,3,17.23,2023-08-22,2023-09-10
5372,15327,2,34.92,2023-08-12,2023-08-31
5373,15335,3,12.98,2023-07-02,2023-07-25
5374,15341,1,19.61,2024-08-18,2024-09-13
5375,15342,3,27.09,2024-08-24,2024-09-13
5376,15344,3,14.23,2024-06-29,2024-07-12
5377,15345,2,14.44,2024-07-29,2024-08-16
5378,15346,2,16.05,2024-08-31,2024-09-26
5379,15347,2,21.05,2024-08-21,2024-09-11
5380,15348,2,25.21,2024-08-04,2024-08-21
5381,15350,2,17.31,2024-06-19,2024-07-11
5382,15356,2,7.78,2022-07-27,2022-08-20
5383,15357,1,22.21,2022-06-04,2022-06-26
5384,15359,2,20.22,2022-06-30,2022-07-19
5385,15360,3,23.91,2022-05-08,2022-05-25
5386,15367,1,18.52,2022-07-13,2022-08-02
5387,15370,2,10.72,2022-06-02,2022-06-19
5388,15373,3,15.12,2022-04-28,2022-05-25
5389,15374,2,33.55,2022-04-06,2022-04-16
5390,15375,1,15.37,2022-06-23,2022-07-10
5391,15380,1,21.09,2023-02-12,2023-02-26
5392,15382,3,17.41,2023-02-16,2023-03-05
5393,15383,2,9.83,2023-01-14,2023-01-30
5394,15387,3,30.29,2023-02-01,2023-02-18
5395,15388,3,15.2,2022-07-10,2022-07-29
5396,15395,1,34.25,2022-08-10,2022-09-01
5397,15402,3,13.71,2022-07-31,2022-08-19
5398,15403,1,7.99,2022-09-07,2022-09-22
5399,15408,2,23.48,2024-01-28,2024-02-18
5400,15409,1,29.82,2023-12-27,2024-01-15
5401,15411,1,19.57,2023-11-27,2023-12-15
5402,15412,2,30.9,2023-12-29,2024-01-24
5403,15417,2,21.59,2024-01-23,2024-02-07
5404,15418,3,12.11,2024-02-07,2024-02-24
5405,15419,3,21.59,2023-12-30,2024-01-16
5406,15421,2,5.59,2024-06-13,2024-07-01
5407,15422,3,7.16,2024-03-30,2024-04-22
5408,15423,2,7.74,2024-05-06,2024-05-26
5409,15426,3,9.42,2024-06-08,2024-06-27
5410,15429,1,30.6,2024-04-19,2024-05-09
5411,15430,1,13.61,2024-05-07,2024-05-30
5412,15431,2,18.1,2024-05-07,2024-05-28
5413,15432,3,13.56,2024-04-25,2024-05-08
5414,15435,3,7.24,2024-04-05,2024-04-18
5415,15436,1,9.65,2024-06-28,2024-07-13
5416,15439,1,9.14,2023-11-26,2023-12-10
5417,15441,2,21.73,2023-12-25,2024-01-11
5418,15442,3,18.2,2023-10-28,2023-11-12
5419,15443,2,30.59,2023-10-29,2023-11-10
5420,15447,1,25.82,2023-11-29,2023-12-22
5421,15450,2,28.16,2024-02-19,2024-03-07
5422,15451,1,31.26,2024-02-05,2024-02-19
5423,15453,3,14.56,2024-03-26,2024-04-11
5424,15454,1,22.74,2024-04-07,2024-04-26
5425,15455,3,23.42,2024-04-14,2024-05-04
5426,15457,2,19.84,2024-03-17,2024-04-06
5427,15459,1,30.47,2024-03-23,2024-04-10
5428,15461,3,16.02,2024-04-11,2024-04-29
5429,15462,1,15.72,2024-03-14,2024-04-03
5430,15463,2,29.99,2022-08-28,2022-09-16
5431,15465,2,29.57,2022-09-20,2022-10-17
5432,15466,2,19.74,2022-10-22,2022-11-10
5433,15467,1,32.53,2022-08-30,2022-09-22
5434,15471,2,28.6,2022-09-01,2022-09-23
5435,15473,2,25.45,2022-08-13,2022-08-31
5436,15475,3,22.93,2022-07-25,2022-08-14
5437,15479,1,21.51,2024-03-11,2024-03-29
5438,15483,2,9.9,2024-03-31,2024-04-12
5439,15484,3,13.81,2024-03-31,2024-04-23
5440,15485,2,29.98,2024-02-12,2024-03-04
5441,15486,3,30.98,2024-01-23,2024-02-08
5442,15491,3,27.97,2024-02-06,2024-03-02
5443,15492,2,12.74,2024-04-03,2024-04-26
5444,15494,3,34.41,2024-02-18,2024-03-08
5445,15496,2,24.24,2022-05-30,2022-06-20
5446,15500,3,10.83,2022-06-10,2022-06-29
5447,15503,2,14.75,2022-06-05,2022-06-21
5448,15505,1,22.97,2022-06-21,2022-07-10
5449,15508,2,14.42,2022-04-25,2022-05-17
5450,15512,3,24.92,2022-05-15,2022-06-05
5451,15513,2,32.64,2022-04-10,2022-04-27
5452,15514,1,16.91,2024-07-03,2024-07-19
5453,15519,3,14.13,2024-06-14,2024-07-10
5454,15525,3,13.18,2024-09-05,2024-09-24
5455,15532,1,11.93,2024-03-08,2024-03-27
